ID,plot,date,gps_file,team,elevation,bearing,easting,northing,aspect,slope,plantation,landform,site_charac,site_pics,site_folder,hp_photographer,hp_date,hp_camera,hp_folder,hp_start_time,hp_end_time,hp_sun_dir,,
192,OF04,6/30/09 0:00,R063009A,SCALPJAB,0,306,0,0,None,,0,Mid-slope,"Upland, northern hardwood/maple stand. Some large down trees on forest floor and treefall gaps. High herb and moss cover. Small saplings of spruce in understorey.",,,,NULL,,,NULL,NULL,0,,
193,OF05,6/30/09 0:00,R063009A,SCALPJAB,0,360,0,0,None,2%,0,"Rugged, mid-slope",Aspen hardwood stand. Lots of CWD. Aspen in overstorey. Subcanopy dominated by ACSM; Ash and Balsam Fir also present in the subcanopy.,,,Shawn S.,NULL,,,NULL,NULL,0,,
199,PB01,8/11/08 0:00,JP-01,MCS,393,74,655008,5183591,None,N/A,0,Upper slope but rolling,Undulating terrain with soil mounds and some coarse woody debris. Several larger fallen logs and evidence of some wind throw on stand fringes. Surrounded by thinned forest stands. Little to no understorey in majority of plot.,64-71,,,NULL,,,NULL,NULL,0,,
200,PB02,8/12/08 0:00,JP-02,MCS,366,180,657698,5182716,90,5%,0,Mid-slope with undulating soil humps,Sloping terrain; old tip-up mounds. Soil has some texture. Some down trees and cwd on ground. Sparse understorey/ herb layer; some areas have more. ABBA regeneration in shrub/sapling layer. Mesic. Some windthrow evidence. Note: ACSM may be ACRU.,109-116,,S,12/8/98 0:00,,,12/8/98 0:00,12/8/98 0:00,115,,
201,PB03,8/12/08 0:00,JP-03,SMC,310,248,656543,5184548,None,N/A,0,Hilltop,Undulating terrain. ABBA in understorey. Thick understorey/ herb layer. Some down trees and cwd. Evidence of surface fire. Likely and old logged stand.,146-153,,S,8/12/08 0:00,,,8/12/08 0:00,8/12/08 0:00,0,,
202,PB04,8/12/08 0:00,R081217A,,0,120,0,0,None,2,0,Mid-slope,Moderately mesic; minimal coarse wood debris and fallen trees on forest floor; some evidence of logging (selective cutting?),183-188,,,8/12/08 0:00,,,8/12/08 0:00,8/12/08 0:00,0,,
203,PB05,8/19/08 0:00,R082016A,PKCSV,373,24,602990,5134072,W,3-Feb,0,Mid-slope (outwash),"Current defoliation; 2-5% mortality/ affected (standing dead, recently fallen). High degree of understorey herbs, high miss cover. Some coarse woody debris on ground (0-1%). Extensive honeysuckle and woodland rush.",29-41,,,8/19/08 0:00,,,8/19/08 0:00,8/19/08 0:00,0,,
216,PB06,8/19/08 0:00,R082016B,PVCSK,369,180,603531,5134041,N/A,0,1,Flat (outwash),"Xeric. High moss cover. Insect distribution on oaks (ping pong gall), rust, black flies on underside of leaves. Some red pine regeneration. A few piles of slash.",73-80,,,8/19/08 0:00,,,8/19/08 0:00,8/19/08 0:00,0,,
217,PB07,8/20/08 0:00,R082009B,PVKSC,395,360,617705,5144098,W,2-3%,0,Mid-slope,Moss cover about 95-100%. Bracken fern 5-10% cover. Sedge/gr 50-75%. Blueberry 10-25%. Defoliation mild. Very little coarse woody debris - 5 logs in census area. Lichen 0-2% on all trees.,7-Jan,,S,8/22/08 0:00,,,8/22/08 0:00,8/22/08 0:00,0,,
218,PB08,8/20/08 0:00,,PKSVC,401,270,615943,5144343,SW,5-10%,1,Mid-slope (outwash),"Xeric to mesic down slope. Previously logged stand, lots of standing dead/ snags. Moderate CWD on forest floor. Thick herb layer, high shrub/sap cover. Some recent JP budworm damage (up to 10%).",13-Aug,,S,8/22/08 0:00,,,8/22/08 0:00,8/22/08 0:00,0,,
222,PB09,8/20/08 0:00,R082011A,PSVCK,0,240,0,0,N/A,0,1,"Outwash, flat",Xeric. Fair amount of CWD on forest floor. Significant amount of standing dead PIBA. Some QUMA in understorey layer. Likely logged in the past. Some recent (current) budworm damage (5-15%). Soil ripped with slash rows.,14-22,,S,8/22/08 0:00,,,8/22/08 0:00,8/22/08 0:00,0,,
223,PB10,8/21/08 0:00,R082013B,CSPKV,350,60,611581.15,5143194,None,0,1,Flat outwash,"Maybe(?) a plantation. Healthy looking trees; some budworm damage. Very little CWD on forest floor. Thick herb layer, relatively few shrubs. Some standing dead. Some open grown trees, gappy stand.",23-34,,,NULL,,,NULL,NULL,0,,
235,PB11,8/12/08 0:00,R082112A,CSVK,0,240,0,0,N/A,0,0,"Flat, outwash","Jack pine, oak stand. Lots of poison ivy, shrub layer of oak, several standing dead PIBA snags. Some large gaps in canopy, lots of CWD on forest floor. Low herb cover, lots of leaf litter. Some recent down PIBA (wind); lots of mortality.",35-49,,,8/21/08 0:00,,,8/21/08 0:00,8/21/08 0:00,0,,
238,PB12,8/21/08 0:00,R082115A,SVKC,343,72,540455,5087573,None,,0,Upper convex slope,Ridge tip forest with sloping terrain on either side of plot center. Lots of CWD on forest floor. Some standing snags. Lots of leaf litter on forest floor. Moderate herb layer. Some recent wind distrubance.,81-88,,,8/21/08 0:00,,,8/21/08 0:00,8/21/08 0:00,0,,
241,PB13,8/23/08 0:00,R082312A,KCVA,296.6,23,578079.2,5109735.7,None,,1,Upper convex slope; top of slope,Maybe a plantation. Xeric; mostly grasses in the herb layer. High moss cover. Some large gaps with open grown PIBA. Lots of down trees down slope (windthrow). Several standing dead PIBA likely from competition. Other CWD on ground. Short canopy.,27-34,,,8/23/08 0:00,,,8/23/08 0:00,8/23/08 0:00,0,,
243,PB14_2010,6/9/10 0:00,R060919A,"SS,AS,HG",350,300,46.43067,91.5292,na,0,1,,"logged red pine plantation, very minimal understory with some grasses and moss cover, dense needle mat on forest floor, some small slash piles, few fallen limbs. 40-50 foot tall canopy",,,,NULL,,,NULL,NULL,0,,
265,PM01,7/19/09 0:00,R071911A,JAAS,427,30,287794,5176354,S,1%,0,Hardwood lowland,"Undulating ground, wetter pockets with microclimates of lowland vegetation/ trees. Large stumps spread throughout plot (second growth stand). Sugar maple dominated. Leeky"" plot.""",,,,NULL,,,NULL,NULL,0,,
266,PM02,7/19/09 0:00,R071911A,JAAS,0,0,277251,5178818,N,1%,0,Graduallly undulating,"Adjacent to ravine, flat. Hemlock and maple dominated. Large CWD on forest floor, several windthrow blowdown areas. Mostly open, high herb layer. 2km to lakeshore.",,,,NULL,,,NULL,NULL,0,,
267,PM03,7/20/09 0:00,R072009A,JAAS,488,60,289126,5180285,None,2-5%,0,Mid-slope (toward ridge line),Standing water in low pocket. POTR/QURU/ACS/TIAM in canopy. Lots of CWD. Distinct temporary drainage streams down slope - lots of ferns and leeks there. Relatively low sapling layer dominated by ACSM. Furrows and soil mounds present.,,,,NULL,,,NULL,NULL,0,,
268,PM04,7/20/09 0:00,R072009A,JAAS,555,360,287990,5190391,S,35,0,Mid-slope,South facing oak/ maple stand. Gypsy moth caterpillar found. Outcropping rock on A and E. 1-2 very large tree CWD found on plot. Looks like some of the oaks have been partially defoliated.,,,,NULL,,,NULL,NULL,0,,
269,PM05,7/20/09 0:00,R072017A,JAAS,243,318,273543,5175846,None,,0,Hemlock lowland,Dominated by large hemlocks; lots of CWD; low shrub/sap layer; small dirt mounds upon which the trees grow - small lower areas in between dominated by ferns; lots of Oxalis on forest floor; small dry temporary wetland toward C; one large tree-fall gap; lots of deer scat,,,,NULL,,,NULL,NULL,0,,
198,SF01,7/26/09 0:00,R072612A,JAAS,443,360,599164,5299197,N/A,0,0,Bog,"Black spruce lowland/ bog (sphagnum bog). High labrador tea and blueberry herb cover. Some small shrubs and saplings. Sogy sphagnum moss ground layer. Canopy is relatively gappy. Some CWD on FF, lots of natural stumpage.",,,,NULL,,,NULL,NULL,0,,
197,SF02,7/26/09 0:00,R072612A,JAAS,456,120,594008,5295699,354,15-Oct,1,Mid-slope,"Red pine stand; herbaceous plants include Aralia (nudicaulis?) and Canada mayflower; some ferns, lycopods; COAM main understorey shrub; thin canopy; slopes down to lake (north of plot)",,,SA,7/26/09 0:00,,,7/26/09 16:44,7/26/09 0:00,0,,
196,SF03,7/27/09 0:00,R072712A,JAAS,442,60,540558,5291381,N/A,0,0,Lowland,Lowland aspen/ HW stand. COAM the main understorey shrub. Small pockets of dried lowland areas dominated by graminoids and ferns. Canopy thin and sunny. Dry water channel beds.,,,Shawn,7/27/09 0:00,CP-5000,Nikon 100,7/27/09 12:53,7/27/09 0:00,0,,
195,SF04,7/29/09 0:00,R072912A,JAAS,443,24,539781,5288980,N/A,0,0,Cedar swamp/ lowland,"Some poison sumac. Lowland cedar stand with pockets of standing water. Soft sphagnum moss humps; high moss cover over entire plot. Overstorey is somewhat gappy with cedar, tamarack, black spruce and fir. Cedar dominates overall canopy strata. Some black spruce in overstorey. Plot traversed by LALA near B.",,,,7/29/09 0:00,,,7/29/09 0:00,7/29/09 0:00,0,,
194,SF05,7/30/09 0:00,R073017A,JAAS,480,110,601938,5299084,N/A,0,0,Flat shallow bedrock,"Lots of CWD, small fallen trees. Relatively flat terrain with slight undulations; outcropping large portions of bedrock covered in mosses and lichens; abundant fern growth. Understorey dominated by COAM and ABBA; canopy dominated by PIRE and PIBA. POTR along B edge; C very close to forest road. Mosquito overpopulation of area.",,,,NULL,,,NULL,NULL,0,,
